"pair","type","cosine_similarity","prompt_similarity"
"ritual-ceremony","related",0.519887172660486,0.85
"century-decade","related",0.679464739715095,0.873
"crew-instrument","unrelated",0.447078541518321,0.2
"wait-psychological","unrelated",0.130689136489935,0.1
"illusion-hallucination","related",0.490658126112354,0.9
"stand-sit","related",0.500243514475823,0.654
"stubborn-selfish","related",0.41170388927754,0.342
"administration-keep","unrelated",0.325766694125628,0.065
"drop-sip","related",0.322317737031043,0.367
"zombie-vampire","related",0.596400129411911,0.78
"orchestra-lizard","unrelated",0.202856425460231,0
"grave-accompany","unrelated",0.262146765487677,0
"capacity-pig","unrelated",0.23355003749644,0.1
"physics-mathematics","related",0.506196916036428,0.8
"form-sign","related",0.502810628337168,0.375
"now-fatal","unrelated",0.220911185776848,0.1
"future-past","related",0.571530870555553,0.8
"creation-defend","unrelated",0.290117620267865,0.123
"ready-prepare","related",0.664047800844049,0.75
"source-think","unrelated",0.341706960154148,0
"ming-ling","related",0.506560163270907,0.2
"trap-bait","related",0.485754177438391,0.8
"flatter-amount","unrelated",0.213367543185953,0
"cell-stop","unrelated",0.263582185502777,0.073
"strong-weak","related",0.688608156733583,0.8
"poor-rich","related",0.474805549601296,0.866
"view-work","unrelated",0.332642564451062,0.233
"garlic-closed","unrelated",0.147858227274253,0
"temple-monastery","related",0.551911795836836,0.875
"fake-false","related",0.580663401954362,0.8
"bind-tie","related",0.556829993393477,0.8
"place-location","related",0.717954252062275,0.9
"sum-amount","related",0.549003807694767,0.91
"groom-sentence","unrelated",0.210396475584942,0
"art-put","unrelated",0.399358702127447,0.1
"ready-different","unrelated",0.327384189766331,0
"amateur-professional","related",0.453414178539978,0.65
"unit-marriage","unrelated",0.300237180889332,0.112
"just-assistance","unrelated",0.317549542103212,0.1
"change-fourth","unrelated",0.249902655012513,0
"number-education","unrelated",0.197856451313249,0.215
"operational-functional","related",0.533168381375176,0.75
"nail-politics","unrelated",0.233026854091009,0
"manager-boss","related",0.635779903527434,0.8
"reading-writing","related",0.57072550603638,0.875
"snack-lunch","related",0.567518647590883,0.75
"chance-possibility","related",0.636605024519516,0.835
"resignation-refresh","unrelated",0.28895988381364,0.112
"fall-musician","unrelated",0.235737933473164,0.1
"already-still","related",0.441936555469712,0.1
"eliminate-remove","related",0.622298338588652,0.872
"matter-particle","related",0.617818389092701,0.867
"treasure-wealth","related",0.488291753596491,0.75
"gesture-act","related",0.500240281768442,0.707
"sofa-bright","unrelated",0.200752075924138,0
"alcohol-drug","related",0.394463864834565,0.8
"air-oxygen","related",0.338787148601972,0.9
"swallow-yesterday","unrelated",0.193939374582797,0
"washington-boston","related",0.410511698335667,0.6
"courage-determination","related",0.450407747361285,0.822
"body-financial","unrelated",0.327314496880697,0.1
"oven-stove","related",0.50922204859031,0.9
"sober-wide","unrelated",0.245019091715466,0
"kiss-fraud","unrelated",0.229322931990311,0.045
"liquid-apartment","unrelated",0.223895680335135,0.112
"hanging-entrepreneur","unrelated",0.150800431267327,0.1
"ming-knee","unrelated",0.182228163646193,0
"hearing-trial","related",0.355501405039167,0.2
"double-unique","unrelated",0.437545356196976,0.15
"finger-thumb","related",0.68961096086736,0.9
"injustice-unfair","related",0.588478452396063,0.8
"monkey-period","unrelated",0.240209531460655,0
"key-destruction","unrelated",0.20388639336923,0.112
"screen-monitor","related",0.603344761571054,0.85
"brown-blue","related",0.539738384291319,0.125
"network-fight","unrelated",0.305303866067828,0.145
"cement-world","unrelated",0.222056927748993,0.214
"nasty-filthy","related",0.623541149441686,0.873
"refugee-fugitive","related",0.547623677863386,0.654
"artifact-medallion","related",0.283934920107363,0.45
"scare-frighten","related",0.763597205447715,0.8
"illegal-legal","related",0.672149879048684,0.9
"war-find","unrelated",0.265645708806381,0.215
"butterfly-bird","related",0.4908714704828,0.35
"alive-dead","related",0.566539334307986,0
"healthy-normal","related",0.510712044331961,0.3
"farmer-worker","related",0.445959050155624,0.735
"arena-teach","unrelated",0.256738770003821,0.112
"coffin-human","unrelated",0.168324996806974,0.8
"surgeon-rich","unrelated",0.183352977344187,0.112
"inspire-speed","unrelated",0.180864677846695,0.1
"suddenly-boston","unrelated",0.223037489031989,0
"candidate-voter","related",0.413092853168925,0.8
"dude-bro","related",0.484174059978622,0.8
"torment-important","unrelated",0.164051102794179,0
"examination-beard","unrelated",0.243901592371748,0.012
"wound-injury","related",0.572151996282924,0.85
"success-station","unrelated",0.277335201992106,0.1
"patient-client","related",0.629353673663817,0.65
"source-informant","related",0.314247989534493,0.6
"mafia-egg","unrelated",0.179751681789265,0
"respect-confidence","related",0.519903642590392,0.652
"delicate-sensitive","related",0.627478779420157,0.8
"job-work","related",0.677024836748975,0.887
"never-arrest","unrelated",0.212143863429327,0
"throat-neck","related",0.55207403418602,0.8
"true-real","related",0.556684256497991,0.789
"magic-wizard","related",0.635170223543885,0.875
"sweet-cute","related",0.458848132297863,0.5
"accidentally-return","unrelated",0.237297014782914,0
"nightmare-dream","related",0.485813876170969,0.8
"enthusiasm-passion","related",0.604741864756386,0.85
"size-unknown","unrelated",0.298208667506127,0.1
"conclusion-gratitude","unrelated",0.343932072491995,0.2
"submarine-boat","related",0.489108919047181,0.825
"anonymous-cancer","unrelated",0.198807319410131,0
"call-telephone","related",0.546244195167179,0.833
"apple-naked","unrelated",0.208432498498895,0
"profit-income","related",0.6893468277776,0.85
"shoulder-knee","related",0.471781761750624,0.789
"feed-yellow","unrelated",0.244247310396509,0.112
"contain-president","unrelated",0.21252886251303,0
"doubt-quarter","unrelated",0.324087852805463,0.1
"chicken-advise","unrelated",0.204030756763183,0
"read-office","unrelated",0.243219087562602,0.112
"horror-fear","related",0.500132849693076,0.85
"number-address","related",0.42137071560328,0.215
"chemical-abdominal","unrelated",0.198291336696332,0.2
"bonus-reward","related",0.653341000293142,0.87
"goose-heavily","unrelated",0.266898410399918,0
"cook-chef","related",0.551286905247972,0.9
"contamination-investor","unrelated",0.18538633785453,0.05
"paper-pen","related",0.493955735515582,0.75
"soup-salad","related",0.436490697611564,0.845
"death-problem","unrelated",0.335228839734926,0.245
"singer-lieutenant","unrelated",0.243952194813561,0.112
"population-robbery","unrelated",0.236493152879374,0.215
"reading-spectacular","unrelated",0.251367982124529,0.1
"killer-district","unrelated",0.232072029207144,0.112
"learn-surname","unrelated",0.277139301659229,0
"chemistry-request","unrelated",0.311406008768768,0.111
"mud-sand","related",0.468662176952291,0.725
"picture-photo","related",0.788103678754494,0.95
"bind-usual","unrelated",0.252844578863491,0
"late-wolf","unrelated",0.208023096748056,0
"spinal-impress","unrelated",0.186042426323725,0
"pacific-constitution","unrelated",0.191189982207948,0.112
"legion-army","related",0.406528414199218,0.875
"decent-honest","related",0.454781139209994,0.8
"christmas-holiday","related",0.49193655762844,0.854
"stay-remain","related",0.699827269586605,0.9
"lasagna-spaghetti","related",0.562176915477184,0.85
"buy-sell","related",0.669505352803801,0.8
"button-disease","unrelated",0.273479511951076,0
"refuge-shelter","related",0.685507505337261,0.875
"engineer-architect","related",0.556572292663163,0.754
"grandfather-grandmother","related",0.844797382079322,1
"today-yesterday","related",0.572879779292996,0.85
"preserve-maintain","related",0.588515377655017,0.5
"combination-mixture","related",0.522048433486593,0.875
"fate-bacon","unrelated",0.226689841396494,0
"milk-juice","related",0.438647001889454,0.875
"freely-there","unrelated",0.340527086690355,0
"roman-reasonable","unrelated",0.284704190254838,0
"population-people","related",0.620827847997673,0.9
"commercial-intuition","unrelated",0.120977171193725,0.112
"jealous-angry","related",0.548888736637242,0.674
"final-talent","unrelated",0.30774509400648,0.205
"comment-statement","related",0.377881194982937,0.8
"playboy-magazine","related",0.414039744253637,0.634
"groom-bride","related",0.554702083374424,0.9
"banking-medallion","unrelated",0.144577679330491,0.045
"potato-tomato","related",0.497048446658711,0.872
"brutal-armor","unrelated",0.297060107089252,0.212
"potential-talent","related",0.494315833158233,0.675
"listen-hear","related",0.68756971523297,0.8
"commander-captain","related",0.618130929710319,0.8
"aids-hiv","related",0.692435342427872,0.9
"campaign-cognac","unrelated",0.233487871273959,0.1
"silk-cowboy","unrelated",0.241674123934617,0.1
"thousand-perfect","unrelated",0.263574517243895,0
"person-fog","unrelated",0.290418678591917,0.045
"anatomy-psychology","related",0.408785278237729,0.5
"fate-destiny","related",0.682142661584873,0.9
"open-team","unrelated",0.267464040324105,0.112
"suck-satellite","unrelated",0.247306979629117,0
"radio-television","related",0.472096669924939,0.85
"permission-approval","related",0.626027207191601,0.857
"purpose-winter","unrelated",0.262984168046125,0.045
"secondary-primary","related",0.674490341733632,0.8
"baby-inspiration","unrelated",0.217128494412087,0.1
"squirrel-book","unrelated",0.213524329624599,0.05
"success-failure","related",0.597621298145346,0.8
"civil-nephew","unrelated",0.23971539311099,0.112
"series-lake","unrelated",0.304700406447673,0.051
"bush-tree","related",0.325340263732788,0.8
"grandson-nephew","related",0.650868092589807,0.6
"heavy-heavily","related",0.663891865945693,0
"gas-physical","unrelated",0.350291399542753,0.1
"describe-lick","unrelated",0.379056134121761,0.125
"meaning-chocolate","unrelated",0.213871293282698,0
"sky-funny","unrelated",0.211931915598219,0
"sugar-chocolate","related",0.485572192110848,0.86
"sad-transmitter","unrelated",0.150492460112853,0
"rodeo-cowboy","related",0.50530007931941,0.9
"oven-player","unrelated",0.379558482392562,0.045
"grandson-bus","unrelated",0.244039892379968,0
"shine-bright","related",0.712518262211424,0.798
"teenage-excited","unrelated",0.293482147743104,0.112
"allow-hell","unrelated",0.357775016382917,0
"needle-creativity","unrelated",0.193985604587451,0.05
"symptom-syndrome","related",0.592558403920857,0.8
"nerve-muscle","related",0.408637474419557,0.811
"fashionable-elegant","related",0.52896827510976,0.841
"tear-truck","unrelated",0.277475960463622,0.025
"scratch-bruise","related",0.423871825937523,0.735
"anchor-america","unrelated",0.274395412432911,0.1
"mercenary-assassin","related",0.38795015878104,0.8
"album-song","related",0.522494915291349,0.875
"college-university","related",0.581186747952621,0.9
"commission-committee","related",0.645169316239186,0.8
"screen-early","unrelated",0.23445697042683,0.1
"experiment-pathetic","unrelated",0.183797985694072,0.1
"result-stove","unrelated",0.241462790038277,0.1
"suffering-engine","unrelated",0.214230055269892,0
"distance-press","unrelated",0.248772083340532,0.114
"picnic-camping","related",0.472356130216,0.75
"positive-galaxy","unrelated",0.209925460629886,0.1
"down-game","unrelated",0.353298395220593,0.112
"daddy-production","unrelated",0.219106531525148,0.1
"eternal-forever","related",0.685654351357626,0.9
"horn-whistle","related",0.318200370569123,0.756
"first-last","related",0.579450165578592,0.3
"victim-attacker","related",0.478393409648965,0.875
"apple-fruit","related",0.528145009133852,0.9
"paper-danger","unrelated",0.234074247610729,0.05
"see-epidemic","unrelated",0.256623857312015,0.062
"wait-expect","related",0.434182923296558,0.5
"dictionary-phrase","related",0.510897608911736,0.375
"nap-sabotage","unrelated",0.216785092503321,0.05
"wine-champagne","related",0.518087072946302,0.9
"security-simple","unrelated",0.39353697070376,0.113
"romeo-content","unrelated",0.16067819092297,0.112
"brain-cerebral","related",0.524031975040126,0.8
"complaint-accusation","related",0.576401550495341,0.782
"internet-challenge","unrelated",0.226050286351317,0.2
"gunpowder-fugitive","unrelated",0.180652440250604,0.085
"arrival-gorilla","unrelated",0.150295584042011,0
"hit-strike","related",0.523717274032408,0.8
"hot-procedure","unrelated",0.226040466934966,0.1
"decent-device","unrelated",0.347060285998557,0.1
"actually-secure","unrelated",0.279796888856951,0.1
"federal-state","related",0.392442751783909,0.8
"jungle-injury","unrelated",0.218142362719483,0.113
"shirt-jacket","related",0.599730860950369,0.85
"espionage-sabotage","related",0.420667070037587,0.75
"platform-station","related",0.484064672686005,0.75
"text-stupidity","unrelated",0.171843632101736,0.112
"sergeant-lieutenant","related",0.590380455891173,0.875
"ash-greet","unrelated",0.228513956799598,0
"swear-oath","related",0.490971463015934,0.8
"dictionary-sick","unrelated",0.253770073688931,0
"squirrel-raccoon","related",0.570723169386848,0.625
"witty-funny","related",0.662734607127026,0.9
"club-classic","unrelated",0.441478650598975,0.053
"satisfied-timer","unrelated",0.236377310662285,0
"lightning-provide","unrelated",0.30965471353952,0
"research-study","related",0.533461005527051,0.9
"naval-fleet","related",0.41828792641929,0.875
"college-suitcase","unrelated",0.241406074270527,0.05
"league-salad","unrelated",0.256053711131929,0.05
"floor-greek","unrelated",0.230682751310311,0.1
"matter-negative","unrelated",0.242255963880274,0.134
"hot-cold","related",0.554468196735565,0.8
"lord-lady","related",0.434764035852233,0.85
"irony-constantly","unrelated",0.216317347973339,0
"punish-arrest","related",0.456659921338967,0.569
"firmly-strongly","related",0.654182596605163,0.125
"arena-battlefield","related",0.413186613269426,0.678
"civil-military","related",0.450713166443491,0.75
"waiter-passion","unrelated",0.233080231619407,0.114
"county-necklace","unrelated",0.168839407554068,0.045
"bear-depression","unrelated",0.165705629018597,0.1
"mental-bar","unrelated",0.356102245047321,0.112
"bravo-alpha","related",0.247377398793654,0.2
"name-title","related",0.671686354885282,0.6
"society-chair","unrelated",0.23530838920961,0.15
"lemonade-soda","related",0.498799278633649,0.822
"alert-wash","unrelated",0.340650460826034,0.11
"shield-armor","related",0.599522677419148,0.9
"smile-laugh","related",0.58796925290626,0.85
"obstacle-uniform","unrelated",0.277063771127755,0.1
"drop-teacher","unrelated",0.236039775133779,0.1
"forget-syringe","unrelated",0.201701373301011,0
"library-museum","related",0.41013733795028,0.675
"potential-arm","unrelated",0.423057205837858,0.1
"drive-ride","related",0.631775808492317,0.675
"million-duck","unrelated",0.252235624872832,0
"league-team","related",0.462592650634833,0.8
"whiskey-jump","unrelated",0.190458104058893,0
"cavalry-accent","unrelated",0.239715904996008,0.045
"champion-four","unrelated",0.205216360541547,0
"teenage-teenager","related",0.888337716603661,0.9
"coach-player","related",0.455150272788097,0.8
"special-unique","related",0.58361719924701,0.812
"status-filthy","unrelated",0.189150698729169,0.112
"beast-nose","unrelated",0.280105538839484,0
"say-guitar","unrelated",0.283005052019602,0.112
"court-judge","related",0.477817279885616,0.85
"turn-rotate","related",0.74805408652127,0.85
"ketchup-party","unrelated",0.268451129185235,0.215
"kilo-intimate","unrelated",0.222668495004987,0
"examine-investigate","related",0.656036658692971,0.9
"evidence-door","unrelated",0.273426682922808,0
"lesbian-location","unrelated",0.236102814473991,0.072
"cash-money","related",0.623914588521102,1
"evolution-cousin","unrelated",0.214332009497138,0.205
"fragment-piece","related",0.439680564720958,0.8
"bridge-intentionally","unrelated",0.289626334584013,0
"look-likely","unrelated",0.391964589796929,0
"shooter-duty","unrelated",0.234198294119397,0.215
"natural-group","unrelated",0.223823936943799,0.3
"patience-compassion","related",0.539008316725294,0.721
"tattoo-scar","related",0.383729863404428,0.654
"kidnap-abduct","related",0.718395813743999,1
"offer-accident","unrelated",0.310880152426532,0.1
"burst-explode","related",0.763707849000248,0.85
"taste-smell","related",0.662985848707073,0.8
"brown-rope","unrelated",0.208660021839158,0.112
"offer-give","related",0.644969721279374,0.875
"contract-ask","unrelated",0.373721514970975,0.125
"opening-statue","unrelated",0.163003053682446,0.1
"envelope-hammer","unrelated",0.301630675462891,0.1
"tower-accept","unrelated",0.266723635930914,0
"enable-exaggerate","unrelated",0.30689179057338,0.1
"cow-pig","related",0.413952156989231,0.85
"here-there","related",0.708594413994571,0.15
"protest-survive","unrelated",0.249358369218793,0.205
"talk-speak","related",0.62852323775754,0.9
"table-chair","related",0.544085514753747,0.875
"flu-election","unrelated",0.303494648419085,0.012
"delicate-architect","unrelated",0.302219218918667,0.112
"sofa-bed","related",0.463618252814984,0.85
"single-married","related",0.510942967235513,0.85
"slowly-state","unrelated",0.225411734164774,0
"flatter-impress","related",0.44297681058844,0.6
"current-electricity","related",0.333990701472538,0.789
"jurisdiction-authority","related",0.492574797935886,0.775
"corner-maintenance","unrelated",0.286175484887065,0.112
"shot-quickly","unrelated",0.341511061231473,0
"kidnap-mistake","unrelated",0.287509680083066,0.15
"kilometer-honor","unrelated",0.212759680326322,0
"briefcase-suitcase","related",0.630000401255165,0.8
"scary-inform","unrelated",0.214578570564406,0
"heavy-vaccine","unrelated",0.1566451129696,0.072
"butterfly-political","unrelated",0.285000559163889,0
"technology-cruel","unrelated",0.195990998905232,0
"kidney-bye","unrelated",0.22831604976285,0
"nobel-tissue","unrelated",0.200787822472287,0.05
"finance-invest","related",0.537179319193839,0.7
"clean-erection","unrelated",0.215327400295516,0.045
"idea-mirror","unrelated",0.254659394967219,0.102
"melt-fence","unrelated",0.215357008155772,0
"incident-accident","related",0.590395208468349,0.9
"yoga-tunnel","unrelated",0.207469428169921,0.1
"spider-dispute","unrelated",0.193447832696781,0.045
"concept-definition","related",0.724049876152432,0.8
"proud-heroin","unrelated",0.17214028527016,0
"drama-thick","unrelated",0.294460042208639,0.112
"drink-ling","unrelated",0.394403462476772,0.05
"maybe-probably","related",0.780971807532089,0.8
"hello-car","unrelated",0.354322059918865,0
"pacific-atlantic","related",0.581989160052385,0.8
"bowl-plate","related",0.407859046208959,0.823
"stamp-clinic","unrelated",0.238593447855327,0.112
"myth-legend","related",0.389833620259063,0.85
"play-game","related",0.620152822404509,0.9
"charm-sun","unrelated",0.268792300785656,0.1
"soup-entrance","unrelated",0.265642939455338,0.1
"name-functional","unrelated",0.352184534743904,0.204
"deadly-religion","unrelated",0.195412770149413,0.112
"palace-castle","related",0.482408380863314,0.786
"shooter-sniper","related",0.60549800309438,0.837
"eye-reply","unrelated",0.283030425441338,0.112
"melt-freeze","related",0.420499646661761,0.8
"ritual-mum","unrelated",0.256667023361392,0.134
"catholic-suggest","unrelated",0.180381078090257,0
"picture-hydrogen","unrelated",0.259926894437944,0
"noise-chef","unrelated",0.206133360845734,0.112
"monument-bathroom","unrelated",0.251075875970499,0.072
"admire-appreciate","related",0.658271110830806,0.8
"weight-height","related",0.52822289033334,0.654
"trigger-activate","related",0.597648644904793,0.225
"submarine-doctor","unrelated",0.217579222227309,0.057
"section-paragraph","related",0.607304181474663,0.8
"reception-party","related",0.381906803903335,0.785
"author-actor","related",0.561216155047633,0.5
"artist-strike","unrelated",0.337036379229209,0.045
"technology-science","related",0.572525467844101,0.85
"compassionate-generous","related",0.52660340311987,0.8
"demand-lion","unrelated",0.290464793946033,0
"guarantee-headquarters","unrelated",0.255809760236941,0.205
"recognize-eventually","unrelated",0.218624667909805,0
"trigger-option","unrelated",0.444257393359897,0.225
"arrange-program","unrelated",0.368819571227027,0.3
"nanny-importance","unrelated",0.162601594163996,0.1
"nice-lovely","related",0.470498490716869,0.8
"code-password","related",0.434852989381131,0.8
"pulse-fly","unrelated",0.319283228295882,0.15
"hope-faith","related",0.416164662374005,0.8
"cell-prison","related",0.286686910583987,0.8
"soul-complete","unrelated",0.241504045184789,0.112
"waste-spend","related",0.431909186756557,0.225
"probability-likely","related",0.638706552499502,0.5
"insult-offend","related",0.613077277708555,0.75
"officially-ventilation","unrelated",0.151999415939187,0
"rule-protocol","related",0.589065848810456,0.738
"personal-thirst","unrelated",0.193147761304604,0.112
"road-highway","related",0.540551212962569,0.9
"chicken-turkey","related",0.488062166635204,0.85
"expert-specialist","related",0.612351473031939,0.9
"enemy-opponent","related",0.597705343045146,0.8
"embassy-harmony","unrelated",0.224332776595815,0.112
"impressive-amazing","related",0.610360321093335,0.75
"manager-free","unrelated",0.265449542455987,0.112
"combat-attract","unrelated",0.24594810291399,0
"southern-bride","unrelated",0.258002666286073,0.112
"polite-friendly","related",0.484930869043744,0.623
"apply-cemetery","unrelated",0.199664552426561,0
"progress-christian","unrelated",0.235136425813292,0.15
"protest-demonstration","related",0.539920785236417,0.9
"occur-dad","unrelated",0.157161360334154,0
"now-know","related",0.435483919202606,0
"escort-accompany","related",0.463687309866835,0.667
"evil-breakfast","unrelated",0.135658270353167,0
"combination-heal","unrelated",0.198683798488711,0.2
"critical-political","related",0.402010769686707,0.75
"male-dawn","unrelated",0.258228177813597,0.1
"dig-football","unrelated",0.360147474248151,0.112
"naive-cynical","related",0.31895891728169,0.25
"control-prosecutor","unrelated",0.245970734533028,0.245
"crack-psychology","unrelated",0.178342099025939,0.2
"taxi-limousine","related",0.530963711701911,0.85
"attractive-grandmother","unrelated",0.163941179685501,0.094
"strength-coffee","unrelated",0.253295185005518,0.103
"meaning-importance","related",0.449981298389883,0.567
"golden-remain","unrelated",0.344480318901451,0.1
"control-manipulate","related",0.520882397341793,0.756
"capsule-realistic","unrelated",0.174264005300039,0
"poet-writer","related",0.429245642826951,0.85
"astronaut-pilot","related",0.444031078079208,0.5
"reality-fantasy","related",0.447023594608952,0.421
"smart-intelligent","related",0.566727669416935,1
"colony-federation","related",0.325792641623115,0.564
"sin-birthday","unrelated",0.265172435420478,0.1
"marathon-snake","unrelated",0.24653795138272,0.05
"vein-rarely","unrelated",0.208477396146496,0
"lord-privacy","unrelated",0.255189665203495,0.1
"excellent-great","related",0.55425354328375,0.9
"camp-beer","unrelated",0.300082326276119,0.345
"old-battlefield","unrelated",0.190285694640917,0.112
"presence-spaghetti","unrelated",0.215448913658073,0
"uncomfortable-unpleasant","related",0.749585551838403,0.85
"ambassador-minister","related",0.479282987146186,0.75
"fix-repair","related",0.720647837160917,0.9
"create-hard","unrelated",0.259028144518694,0.112
"opinion-corpse","unrelated",0.280495996909978,0
"feed-eat","related",0.541067740643939,0.8
"orgasm-erection","related",0.47000779331143,0.789
"class-school","related",0.510380419041865,0.75
"down-up","related",0.522603520930875,0.1
"night-symbol","unrelated",0.315389675608834,0.125
"smash-break","related",0.503290898706454,0.8
"nasty-thunder","unrelated",0.236490596402421,0.012
"pistol-global","unrelated",0.183873938912776,0.1
"capital-city","related",0.450462691596538,0.8
"tuna-lobster","related",0.406989817111576,0.756
"data-information","related",0.581441784859539,0.9
"shoulder-beauty","unrelated",0.220748679662516,0.11
"report-inform","related",0.535362641573079,0.2
"journalism-politics","related",0.467232767503319,0.827
"little-news","unrelated",0.28557338353128,0.112
"diploma-inherit","unrelated",0.2365800574022,0.1
"trophy-medal","related",0.530480979094466,0.85
"gain-win","related",0.568285799245511,0.75
"warm-cool","related",0.496255328986923,0.2
"river-lake","related",0.627895733555617,0.822
"landing-flight","related",0.536752197023213,0.8
"valuable-atmosphere","unrelated",0.114661411110904,0.125
"advertising-marketing","related",0.607744765516539,0.9
"worried-height","unrelated",0.196188960208925,0
"lamp-candle","related",0.545797726207205,0.75
"toilet-connection","unrelated",0.236970975942431,0.112
"clan-web","unrelated",0.223718980883006,0.214
"proceed-mayonnaise","unrelated",0.185548783353944,0
"crown-throne","related",0.558121480008492,0.85
"national-global","related",0.494809133741689,0.688
"record-recording","related",0.666932575563586,0.876
"call-external","unrelated",0.274895015699951,0.112
"front-rear","related",0.60793586823864,0.8
"contamination-radiation","related",0.43365562266988,0.754
"tenant-butt","unrelated",0.302876987273492,0
"war-battle","related",0.640869289778991,0.877
"workshop-cheek","unrelated",0.219569864589043,0.001
"round-tooth","unrelated",0.303717427196671,0.25
"attractive-charming","related",0.567939740644143,0.8
"aspirin-orbit","unrelated",0.254152430368766,0.1
"passenger-driver","related",0.518631287673948,0.736
"poet-hole","unrelated",0.263786219930618,0.012
"throat-captain","unrelated",0.219933082819858,0.012
"alert-alarm","related",0.760711008578922,0.8
"forgiveness-pill","unrelated",0.179400347346769,0
"workshop-garage","related",0.402086629922093,0.665
"fair-reasonable","related",0.669769791044051,0.75
"superman-remarkable","unrelated",0.253315093796641,0
"inspector-commissioner","related",0.548934258842867,0.675
"suicide-murder","related",0.502001862203727,0.8
"ordinary-usual","related",0.780120741319852,0.8
"princess-prince","related",0.655917093303604,0.9
"cash-destiny","unrelated",0.18575324611955,0.103
"mouse-photographer","unrelated",0.261892456314811,0.052
"opening-closure","related",0.561076929099726,0.789
"hobby-cerebral","unrelated",0.189159471444667,0.112
"sword-knife","related",0.648007818485213,0.85
"recover-heal","related",0.467973618896309,0.9
"marine-navy","related",0.407306935049319,0.8
"hire-rent","related",0.659363432428862,0.889
"grain-ironic","unrelated",0.231282181941626,0
"mouth-nose","related",0.485482391704203,0.75
"consider-light","unrelated",0.312665192181403,0
"lightning-thunder","related",0.683489186079281,0.91
"contract-agreement","related",0.530497391928344,0.864
"racist-performance","unrelated",0.161890425489337,0.1
"push-pull","related",0.698552545832665,0.9
"lie-liar","related",0.567917525941748,0.875
"health-education","related",0.46423694565096,0.75
"shirt-worry","unrelated",0.240636430156137,0.045
"necessary-need","related",0.709553260268649,0.8
"kilo-gram","related",0.390471086538777,0.9
"leave-dress","unrelated",0.214526240805218,0.112
"grab-catch","related",0.653576111941541,0.85
"anger-rent","unrelated",0.349911431576631,0.112
"boot-assistant","unrelated",0.303857766158578,0.112
"show-sailor","unrelated",0.33187887101521,0.1
"anniversary-birthday","related",0.575226899040318,0.8
"near-far","related",0.587622519526909,0
"tasty-delicious","related",0.793733563104191,0.9
"lip-writer","unrelated",0.273833767886787,0
"equipment-honest","unrelated",0.248833466052023,0
"factor-junior","unrelated",0.243803969838004,0.15
"deadly-fatal","related",0.548291757214937,0.9
"locked-closed","related",0.645231041814014,0.85
"uncle-dad","related",0.461886761298311,0.75
"grateful-paragraph","unrelated",0.235122978807493,0
"november-december","related",0.689508422533206,0.9
"window-ant","unrelated",0.336949714299173,0
"god-business","unrelated",0.302339278407717,0.05
"surprise-disappointment","related",0.526575196377732,0.65
"prevent-stop","related",0.585418813282572,0.8
"file-unexpectedly","unrelated",0.173170691328637,0
"jazz-music","related",0.496946669541785,0.9
"rest-batman","unrelated",0.243944771046394,0.05
"mercenary-sand","unrelated",0.228466425730408,0.045
"imperial-laugh","unrelated",0.12318557381038,0
"freedom-democracy","related",0.504783734657431,0.823
"toast-army","unrelated",0.139480551474241,0.05
"cup-worthless","unrelated",0.225139556861325,0
"advice-advise","related",0.814856708059042,0.8
"probability-prepare","unrelated",0.339711766792026,0.1
"iron-selfish","unrelated",0.231346044915479,0
"gang-fantasy","unrelated",0.221659124465911,0.05
"factory-production","related",0.601432755797729,0.786
"cream-evening","unrelated",0.283354637737226,0.112
"naive-week","unrelated",0.153521433271938,0.05
"planet-orbit","related",0.571700905996329,0.743
"mother-father","related",0.737134441088518,1
"operational-beautiful","unrelated",0.227376872783025,0
"half-resist","unrelated",0.232573712408694,0.112
"balance-harmony","related",0.445022218460117,0.758
"loser-winner","related",0.454734504317823,0.678
"jurisdiction-onion","unrelated",0.0913707576979589,0
"increase-alley","unrelated",0.289676775489509,0
"check-verify","related",0.715599103514488,0.8
"zoo-circus","related",0.424833931465849,0.7
"preparation-planning","related",0.599050746266871,0.827
"concrete-witch","unrelated",0.0978111056785577,0.142
"dancer-dance","related",0.638613125117286,0.872
"plus-weapon","unrelated",0.304210826557441,0
"desert-financing","unrelated",0.128735090305266,0.045
"refugee-up","unrelated",0.229078267674634,0
"refuse-high","unrelated",0.16065095703078,0
"cough-fever","related",0.377429195905162,0.682
"paranoid-maid","unrelated",0.170647303439952,0
"see-meet","related",0.493519089235889,0.467
"horror-believe","unrelated",0.212022343689874,0.221
"speech-full","unrelated",0.29665966349586,0.112
"catholic-christian","related",0.632415267121017,0.8
"observation-evaluation","related",0.61873173497439,0.723
"paint-adrenaline","unrelated",0.202139361597808,0.045
"cinema-easy","unrelated",0.19840473014599,0
"command-bird","unrelated",0.243751841012231,0
"smoke-cigar","related",0.509846170394697,0.877
"wonderful-fantastic","related",0.695434621749686,0.921
"demand-request","related",0.655008945164093,0.8
"cream-sauce","related",0.336853583129222,0.653
"golf-committee","unrelated",0.281546231621759,0.112
"divorce-dangerous","unrelated",0.23994153197187,0
"tomorrow-morning","related",0.442572331727679,0.6
"smoke-possibility","unrelated",0.264355747892397,0.112
"simply-simple","related",0.633749604917878,0.278
"antidote-october","unrelated",0.147060953332763,0
"administration-government","related",0.632649193609064,0.872
"hunger-scientist","unrelated",0.17661557124067,0.1
