"pair","type","cosine_similarity","prompt_similarity"
"hospital-clinic","related",0.652840621546024,0.872
"phase-period","related",0.590393720876829,0.745
"record-exercise","unrelated",0.362204398614647,0.325
"garlic-onion","related",0.549319984495981,0.875
"increase-reduce","related",0.543786357047787,0.877
"sandwich-hamburger","related",0.525478797486773,0.872
"colleague-plausible","unrelated",0.247086978805311,0.124
"month-week","related",0.695033701978034,0.872
"conversation-discussion","related",0.737481629471192,0.873
"speech-sermon","related",0.472774808519504,0.762
"two-four","related",0.669028505666091,0.219
"trap-people","unrelated",0.293907714993137,0.233
"magnetic-order","unrelated",0.254960994978354,0.312
"hair-beard","related",0.480248141356423,0.764
"hold-appreciate","unrelated",0.329294215518093,0.221
"naval-towel","unrelated",0.218889969705801,0.045
"count-bullet","unrelated",0.421629444675254,0.254
"ritual-ceremony","related",0.519923525746099,0.845
"century-decade","related",0.679353086339358,0.876
"crew-instrument","unrelated",0.447078541518321,0.215
"wait-psychological","unrelated",0.130707280400229,0.1
"illusion-hallucination","related",0.482562264726662,0.81
"stand-sit","related",0.500243514475823,0.783
"stubborn-selfish","related",0.41170388927754,0.642
"administration-keep","unrelated",0.325766694125628,0.214
"drop-sip","related",0.322317737031043,0.342
"zombie-vampire","related",0.596400129411911,0.756
"orchestra-lizard","unrelated",0.202944586564663,0.01
"grave-accompany","unrelated",0.262187517326583,0.15
"capacity-pig","unrelated",0.23355003749644,0.05
"physics-mathematics","related",0.506196916036428,0.872
"form-sign","related",0.502672586184328,0.623
"now-fatal","unrelated",0.220838705207797,0.205
"future-past","related",0.571530870555553,0.867
"creation-defend","unrelated",0.290117620267865,0.125
"ready-prepare","related",0.663995603369792,0.752
"source-think","unrelated",0.341687103026111,0.205
"ming-ling","related",0.506560163270907,0.237
"trap-bait","related",0.485754177438391,0.872
"flatter-amount","unrelated",0.213276733429372,0.15
"cell-stop","unrelated",0.263532285552997,0.112
"strong-weak","related",0.688608156733583,0.845
"poor-rich","related",0.474805549601296,0.785
"view-work","unrelated",0.332642564451062,0.347
"garlic-closed","unrelated",0.147862624014579,0.1
"temple-monastery","related",0.551921936572556,0.754
"fake-false","related",0.580568311676596,0.785
"bind-tie","related",0.556829993393477,0.897
"place-location","related",0.717954252062275,0.913
"sum-amount","related",0.549093721907877,0.8
"groom-sentence","unrelated",0.210304389451366,0.12
"art-put","unrelated",0.399358702127447,0.101
"ready-different","unrelated",0.32733493051099,0.124
"amateur-professional","related",0.453450924106545,0.753
"unit-marriage","unrelated",0.300342628944882,0.15
"just-assistance","unrelated",0.317548943680698,0.15
"change-fourth","unrelated",0.24990409381396,0.15
"number-education","unrelated",0.197865853883637,0.657
"operational-functional","related",0.533091056997667,0.742
"nail-politics","unrelated",0.233026854091009,0.05
"manager-boss","related",0.635742177958236,0.875
"reading-writing","related",0.5707147748397,0.879
"snack-lunch","related",0.567518647590883,0.652
"chance-possibility","related",0.636610056195846,0.865
"resignation-refresh","unrelated",0.28895988381364,0.12
"fall-musician","unrelated",0.235648549911404,0.211
"already-still","related",0.442027272241258,0.654
"eliminate-remove","related",0.622298338588652,0.872
"matter-particle","related",0.617869102992198,0.864
"treasure-wealth","related",0.488232023306165,0.842
"gesture-act","related",0.500240281768442,0.682
"sofa-bright","unrelated",0.200774235247958,0.112
"alcohol-drug","related",0.394456368322462,0.742
"air-oxygen","related",0.338771266903627,0.902
"swallow-yesterday","unrelated",0.193939374582797,0.069
"washington-boston","related",0.4103713536374,0.621
"courage-determination","related",0.450407747361285,0.765
"body-financial","unrelated",0.327344676126876,0.2
"oven-stove","related",0.50922204859031,0.837
"sober-wide","unrelated",0.245042928823343,0.122
"kiss-fraud","unrelated",0.229363876100499,0.05
"liquid-apartment","unrelated",0.223942044845224,0.15
"hanging-entrepreneur","unrelated",0.150806768664433,0.051
"ming-knee","unrelated",0.182250001033354,0
"hearing-trial","related",0.355501405039167,0.372
"double-unique","unrelated",0.437545356196976,0.213
"finger-thumb","related",0.68961096086736,0.872
"injustice-unfair","related",0.588478452396063,0.823
"monkey-period","unrelated",0.240209531460655,0.01
"key-destruction","unrelated",0.203931178282146,0.1
"screen-monitor","related",0.603381211627584,0.901
"brown-blue","related",0.53977260246193,0.32
"network-fight","unrelated",0.305303866067828,0.215
"cement-world","unrelated",0.22198556036037,0.245
"nasty-filthy","related",0.623541149441686,0.832
"refugee-fugitive","related",0.547623677863386,0.652
"artifact-medallion","related",0.284715200021165,0.634
"scare-frighten","related",0.76359738999322,0.897
"illegal-legal","related",0.672045057066261,0.727
"war-find","unrelated",0.265836348725285,0.212
"butterfly-bird","related",0.4908714704828,0.456
"alive-dead","related",0.566544425415975,0.758
"healthy-normal","related",0.510712044331961,0.675
"farmer-worker","related",0.445959050155624,0.742
"arena-teach","unrelated",0.256683555989726,0.12
"coffin-human","unrelated",0.168324996806974,0.864
"surgeon-rich","unrelated",0.183352977344187,0.12
"inspire-speed","unrelated",0.180800964162325,0.205
"suddenly-boston","unrelated",0.223030039531099,0
"candidate-voter","related",0.413092853168925,0.825
"dude-bro","related",0.484148467279675,0.842
"torment-important","unrelated",0.164051102794179,0.102
"examination-beard","unrelated",0.244036365374094,0.05
"wound-injury","related",0.572057237895457,0.875
"success-station","unrelated",0.277335201992106,0.215
"patient-client","related",0.629296424770532,0.753
"source-informant","related",0.314236903045297,0.532
"mafia-egg","unrelated",0.179720145914755,0.045
"respect-confidence","related",0.519903642590392,0.683
"delicate-sensitive","related",0.627478779420157,0.735
"job-work","related",0.67694765955189,0.875
"never-arrest","unrelated",0.212135149583109,0.125
"throat-neck","related",0.552011863648743,0.812
"true-real","related",0.556684256497991,0.825
"magic-wizard","related",0.635170223543885,0.875
"sweet-cute","related",0.458941722759604,0.653
"accidentally-return","unrelated",0.237327503100953,0.245
"nightmare-dream","related",0.485813876170969,0.875
"enthusiasm-passion","related",0.604694340786558,0.874
"size-unknown","unrelated",0.298208667506127,0.15
"conclusion-gratitude","unrelated",0.344042269466635,0.21
"submarine-boat","related",0.48915252819234,0.75
"anonymous-cancer","unrelated",0.198810263255079,0.2
"call-telephone","related",0.546244195167179,0.875
"apple-naked","unrelated",0.208432498498895,0.05
"profit-income","related",0.689315820201053,0.875
"shoulder-knee","related",0.471781761750624,0.754
"feed-yellow","unrelated",0.244258527517589,0.112
"contain-president","unrelated",0.21252886251303,0.12
"doubt-quarter","unrelated",0.324090222815041,0.125
"chicken-advise","unrelated",0.203977620258381,0.1
"read-office","unrelated",0.243219087562602,0.267
"horror-fear","related",0.500132849693076,0.85
"number-address","related",0.421299169181569,0.227
"chemical-abdominal","unrelated",0.198291336696332,0.215
"bonus-reward","related",0.653377355000761,0.857
"goose-heavily","unrelated",0.266898410399918,0
"cook-chef","related",0.551286905247972,0.872
"contamination-investor","unrelated",0.185434495936127,0.102
"paper-pen","related",0.493826144106391,0.912
"soup-salad","related",0.436490697611564,0.754
"death-problem","unrelated",0.335228839734926,0.265
"singer-lieutenant","unrelated",0.243952194813561,0.12
"population-robbery","unrelated",0.236405279819266,0.245
"reading-spectacular","unrelated",0.251342245801955,0.2
"killer-district","unrelated",0.232072029207144,0.112
"learn-surname","unrelated",0.277139301659229,0.105
"chemistry-request","unrelated",0.311406008768768,0.105
"mud-sand","related",0.468576320627158,0.756
"picture-photo","related",0.788103678754494,0.927
"bind-usual","unrelated",0.252907662501423,0.123
"late-wolf","unrelated",0.208023096748056,0.05
"spinal-impress","unrelated",0.186058912486411,0.105
"pacific-constitution","unrelated",0.191176060383835,0.198
"legion-army","related",0.40659150175758,0.85
"decent-honest","related",0.454781139209994,0.756
"christmas-holiday","related",0.49189533933793,0.87
"stay-remain","related",0.699734444692608,0.857
"lasagna-spaghetti","related",0.562305829391221,0.85
"buy-sell","related",0.669536407253334,0.875
"button-disease","unrelated",0.273479511951076,0.045
"refuge-shelter","related",0.685457689371019,0.871
"engineer-architect","related",0.556544661805163,0.782
"grandfather-grandmother","related",0.84478008791575,0.981
"today-yesterday","related",0.572883083893444,0.885
"preserve-maintain","related",0.588509324456005,0.56
"combination-mixture","related",0.522048433486593,0.874
"fate-bacon","unrelated",0.22664596569253,0.045
"milk-juice","related",0.438627175179037,0.765
"freely-there","unrelated",0.340527086690355,0.05
"roman-reasonable","unrelated",0.284628107635909,0.103
"population-people","related",0.620827847997673,0.87
"commercial-intuition","unrelated",0.120977171193725,0.215
"jealous-angry","related",0.548829965544427,0.85
"final-talent","unrelated",0.307751385005554,0.215
"comment-statement","related",0.377881194982937,0.794
"playboy-magazine","related",0.414039744253637,0.612
"groom-bride","related",0.554619338369176,0.963
"banking-medallion","unrelated",0.144647279861784,0.152
"potato-tomato","related",0.497048446658711,0.75
"brutal-armor","unrelated",0.297060107089252,0.542
"potential-talent","related",0.494298247570168,0.752
"listen-hear","related",0.687608814536353,0.85
"commander-captain","related",0.618130929710319,0.845
"aids-hiv","related",0.692435342427872,0.927
"campaign-cognac","unrelated",0.233487871273959,0.121
"silk-cowboy","unrelated",0.241758783873665,0.1
"thousand-perfect","unrelated",0.263514014658212,0.123
"person-fog","unrelated",0.290379516002612,0.2
"anatomy-psychology","related",0.40864795280338,0.758
"fate-destiny","related",0.682302860469406,0.912
"open-team","unrelated",0.267372822242741,0.295
"suck-satellite","unrelated",0.247306979629117,0.05
"radio-television","related",0.472160315809053,0.875
"permission-approval","related",0.62601690487236,0.834
"purpose-winter","unrelated",0.262984168046125,0.112
"secondary-primary","related",0.674374570392902,0.78
"baby-inspiration","unrelated",0.217121969264198,0.112
"squirrel-book","unrelated",0.213524329624599,0.05
"success-failure","related",0.597541882986478,0.782
"civil-nephew","unrelated",0.23971539311099,0.074
"series-lake","unrelated",0.304651468855698,0.112
"bush-tree","related",0.325340263732788,0.834
"grandson-nephew","related",0.650868092589807,0.482
"heavy-heavily","related",0.663943042419807,0.1
"gas-physical","unrelated",0.350286644342403,0.157
"describe-lick","unrelated",0.379056134121761,0.1
"meaning-chocolate","unrelated",0.213856796447595,0.12
"sky-funny","unrelated",0.211931915598219,0.1
"sugar-chocolate","related",0.485572192110848,0.823
"sad-transmitter","unrelated",0.150492460112853,0.045
"rodeo-cowboy","related",0.505267077686726,0.875
"oven-player","unrelated",0.379597651468233,0.101
"grandson-bus","unrelated",0.244039892379968,0.105
"shine-bright","related",0.712581688610408,0.742
"teenage-excited","unrelated",0.293482147743104,0.2
"allow-hell","unrelated",0.357738031102797,0.1
"needle-creativity","unrelated",0.193949999647438,0.125
"symptom-syndrome","related",0.592558403920857,0.842
"nerve-muscle","related",0.408573053459946,0.762
"fashionable-elegant","related",0.52896827510976,0.785
"tear-truck","unrelated",0.277498794923723,0.072
"scratch-bruise","related",0.423871825937523,0.754
"anchor-america","unrelated",0.274390107400943,0.12
"mercenary-assassin","related",0.38795015878104,0.783
"album-song","related",0.522494915291349,0.871
"college-university","related",0.581217483920595,0.9
"commission-committee","related",0.645137460680186,0.812
"screen-early","unrelated",0.235064217810785,0.215
"experiment-pathetic","unrelated",0.183797985694072,0.112
"result-stove","unrelated",0.241536547220767,0.056
"suffering-engine","unrelated",0.21417781334466,0.045
"distance-press","unrelated",0.248772083340532,0.214
"picnic-camping","related",0.472279659371563,0.75
"positive-galaxy","unrelated",0.209925460629886,0.123
"down-game","unrelated",0.353119284894907,0.2
"daddy-production","unrelated",0.219264239311821,0.1
"eternal-forever","related",0.68563009083121,0.875
"horn-whistle","related",0.318156500000279,0.75
"first-last","related",0.579450165578592,0.6
"victim-attacker","related",0.478429967108302,0.87
"apple-fruit","related",0.528145009133852,0.938
"paper-danger","unrelated",0.234047571022263,0.2
"see-epidemic","unrelated",0.256623857312015,0.125
"wait-expect","related",0.434182923296558,0.672
"dictionary-phrase","related",0.510690614094049,0.687
"nap-sabotage","unrelated",0.21674808686686,0.1
"wine-champagne","related",0.518173304436927,0.873
"security-simple","unrelated",0.393474963143139,0.215
"romeo-content","unrelated",0.160679658848306,0.105
"brain-cerebral","related",0.523907854539074,0.875
"complaint-accusation","related",0.57631201255674,0.754
"internet-challenge","unrelated",0.226119852997941,0.364
"gunpowder-fugitive","unrelated",0.180676225305223,0.245
"arrival-gorilla","unrelated",0.150295584042011,0.045
"hit-strike","related",0.523589007841497,0.868
"hot-procedure","unrelated",0.226040466934966,0.245
"decent-device","unrelated",0.347060285998557,0.215
"actually-secure","unrelated",0.279796888856951,0.205
"federal-state","related",0.392504315699799,0.845
"jungle-injury","unrelated",0.218142362719483,0.12
"shirt-jacket","related",0.599711017156752,0.754
"espionage-sabotage","related",0.420667070037587,0.74
"platform-station","related",0.484064672686005,0.832
"text-stupidity","unrelated",0.171830152943433,0.12
"sergeant-lieutenant","related",0.590323871709206,0.875
"ash-greet","unrelated",0.227785055507681,0.1
"swear-oath","related",0.490971463015934,0.786
"dictionary-sick","unrelated",0.253770073688931,0.12
"squirrel-raccoon","related",0.570825588296916,0.564
"witty-funny","related",0.662722829026764,0.842
"club-classic","unrelated",0.441478650598975,0.245
"satisfied-timer","unrelated",0.236363170435237,0.1
"lightning-provide","unrelated",0.309628192774256,0.1
"research-study","related",0.533461005527051,0.9
"naval-fleet","related",0.41828792641929,0.873
"college-suitcase","unrelated",0.241406074270527,0.215
"league-salad","unrelated",0.256053711131929,0.045
"floor-greek","unrelated",0.230737361800273,0.125
"matter-negative","unrelated",0.242255963880274,0.204
"hot-cold","related",0.554468196735565,0.879
"lord-lady","related",0.434764035852233,0.867
"irony-constantly","unrelated",0.216418582732527,0.12
"punish-arrest","related",0.456659921338967,0.762
"firmly-strongly","related",0.65419095958327,0.734
"arena-battlefield","related",0.413186613269426,0.752
"civil-military","related",0.450713166443491,0.754
"waiter-passion","unrelated",0.233017472443087,0.112
"county-necklace","unrelated",0.168839407554068,0.05
"bear-depression","unrelated",0.165705629018597,0.15
"mental-bar","unrelated",0.356106383518366,0.215
"bravo-alpha","related",0.247298730968971,0.342
"name-title","related",0.671686354885282,0.754
"society-chair","unrelated",0.23530838920961,0.2
"lemonade-soda","related",0.498753730127919,0.754
"alert-wash","unrelated",0.340652854515387,0.105
"shield-armor","related",0.599519343405729,0.875
"smile-laugh","related",0.587938203782809,0.872
"obstacle-uniform","unrelated",0.277205781660392,0.142
"drop-teacher","unrelated",0.235972804148175,0.145
"forget-syringe","unrelated",0.201701373301011,0.045
"library-museum","related",0.410123739114771,0.743
"potential-arm","unrelated",0.423094549857971,0.15
"drive-ride","related",0.631792472881288,0.762
"million-duck","unrelated",0.252235624872832,0.01
"league-team","related",0.46260417225867,0.842
"whiskey-jump","unrelated",0.190488129417353,0.045
"cavalry-accent","unrelated",0.239723533076967,0.045
"champion-four","unrelated",0.205216360541547,0.123
"teenage-teenager","related",0.888337716603661,0.9
"coach-player","related",0.455240583260639,0.842
"special-unique","related",0.583635743919207,0.785
"status-filthy","unrelated",0.189131517796457,0.215
"beast-nose","unrelated",0.280105538839484,0.072
"say-guitar","unrelated",0.282963425701328,0.2
"court-judge","related",0.477888367615307,0.873
"turn-rotate","related",0.74805408652127,0.785
"ketchup-party","unrelated",0.268495478687251,0.542
"kilo-intimate","unrelated",0.222668495004987,0.072
"examine-investigate","related",0.656036658692971,0.9
"evidence-door","unrelated",0.273416241997701,0.1
"lesbian-location","unrelated",0.236165424674306,0.21
"cash-money","related",0.623879411181118,1
"evolution-cousin","unrelated",0.214295714952544,0.225
"fragment-piece","related",0.439680564720958,0.812
"bridge-intentionally","unrelated",0.291806903480131,0
"look-likely","unrelated",0.392079389755109,0.205
"shooter-duty","unrelated",0.234163532435438,0.25
"natural-group","unrelated",0.223823936943799,0.234
"patience-compassion","related",0.539048454535411,0.837
"tattoo-scar","related",0.383741188899462,0.734
"kidnap-abduct","related",0.718373895145744,0.908
"offer-accident","unrelated",0.310880152426532,0.12
"burst-explode","related",0.763711777944522,0.872
"taste-smell","related",0.662936255044098,0.825
"brown-rope","unrelated",0.208657732155033,0.215
"offer-give","related",0.644926236038655,0.75
"contract-ask","unrelated",0.373721514970975,0.213
"opening-statue","unrelated",0.162994234992901,0.103
"envelope-hammer","unrelated",0.3016783771669,0.11
"tower-accept","unrelated",0.266685824922016,0.1
"enable-exaggerate","unrelated",0.30700122853545,0.223
"cow-pig","related",0.414018725952288,0.843
"here-there","related",0.708680506734707,0.754
"protest-survive","unrelated",0.249358369218793,0.21
"talk-speak","related",0.628552890634049,0.875
"table-chair","related",0.544085514753747,0.873
"flu-election","unrelated",0.303499827969401,0.125
"delicate-architect","unrelated",0.302241242909153,0.215
"sofa-bed","related",0.463659995787515,0.85
"single-married","related",0.510942967235513,0.749
"slowly-state","unrelated",0.225368720634867,0.15
"flatter-impress","related",0.44297681058844,0.55
"current-electricity","related",0.333990701472538,0.874
"jurisdiction-authority","related",0.492555843555113,0.75
"corner-maintenance","unrelated",0.286175484887065,0.1
"shot-quickly","unrelated",0.341549464627958,0.12
"kidnap-mistake","unrelated",0.287509680083066,0.12
"kilometer-honor","unrelated",0.212714770407641,0.05
"briefcase-suitcase","related",0.630000401255165,0.864
"scary-inform","unrelated",0.214578570564406,0.112
"heavy-vaccine","unrelated",0.1566451129696,0.105
"butterfly-political","unrelated",0.285037215664617,0.045
"technology-cruel","unrelated",0.195970854802684,0.1
"kidney-bye","unrelated",0.22831604976285,0
"nobel-tissue","unrelated",0.200858556543874,0.112
"finance-invest","related",0.537134163501925,0.732
"clean-erection","unrelated",0.215272591556732,0.045
"idea-mirror","unrelated",0.254659394967219,0.215
"melt-fence","unrelated",0.215344023833786,0.1
"incident-accident","related",0.590395208468349,0.872
"yoga-tunnel","unrelated",0.207454201016015,0.045
"spider-dispute","unrelated",0.193447832696781,0.05
"concept-definition","related",0.724106530381174,0.845
"proud-heroin","unrelated",0.172112978013889,0.05
"drama-thick","unrelated",0.294460042208639,0.072
"drink-ling","unrelated",0.394423539741676,0.137
"maybe-probably","related",0.780987983607904,0.856
"hello-car","unrelated",0.354442075776628,0.1
"pacific-atlantic","related",0.581997649433591,0.845
"bowl-plate","related",0.407859046208959,0.845
"stamp-clinic","unrelated",0.238490499550994,0.1
"myth-legend","related",0.389860453303329,0.852
"play-game","related",0.620112192834821,0.9
"charm-sun","unrelated",0.268792300785656,0.12
"soup-entrance","unrelated",0.265642939455338,0.145
"name-functional","unrelated",0.352184534743904,0.2
"deadly-religion","unrelated",0.195412770149413,0.25
"palace-castle","related",0.482408380863314,0.785
"shooter-sniper","related",0.60549800309438,0.85
"eye-reply","unrelated",0.283001733280763,0.152
"melt-freeze","related",0.420427206205539,0.842
"ritual-mum","unrelated",0.256577740616003,0.156
"catholic-suggest","unrelated",0.180360648278965,0.1
"picture-hydrogen","unrelated",0.259926894437944,0.045
"noise-chef","unrelated",0.206086316791969,0.223
"monument-bathroom","unrelated",0.251002412130689,0.05
"admire-appreciate","related",0.658264986886478,0.812
"weight-height","related",0.528215790255105,0.732
"trigger-activate","related",0.597658883342217,0.732
"submarine-doctor","unrelated",0.217551475262279,0.103
"section-paragraph","related",0.60725658023636,0.873
"reception-party","related",0.381881069777196,0.754
"author-actor","related",0.561216155047633,0.523
"artist-strike","unrelated",0.337036379229209,0.2
"technology-science","related",0.572525467844101,0.85
"compassionate-generous","related",0.526644308708462,0.732
"demand-lion","unrelated",0.290552494877353,0.05
"guarantee-headquarters","unrelated",0.255809760236941,0.245
"recognize-eventually","unrelated",0.218547521805226,0.1
"trigger-option","unrelated",0.444257393359897,0.276
"arrange-program","unrelated",0.368819571227027,0.654
"nanny-importance","unrelated",0.162601594163996,0.2
"nice-lovely","related",0.470498490716869,0.845
"code-password","related",0.43473420484649,0.892
"pulse-fly","unrelated",0.319283228295882,0.205
"hope-faith","related",0.416127481064144,0.865
"cell-prison","related",0.286603954489936,0.754
"soul-complete","unrelated",0.241504045184789,0.213
"waste-spend","related",0.431935124560276,0.412
"probability-likely","related",0.638706552499502,0.75
"insult-offend","related",0.613086346351601,0.856
"officially-ventilation","unrelated",0.151999415939187,0.1
"rule-protocol","related",0.589009684328556,0.75
"personal-thirst","unrelated",0.193236029151351,0.245
"road-highway","related",0.540551212962569,0.925
"chicken-turkey","related",0.48811401816778,0.85
"expert-specialist","related",0.612351473031939,0.872
"enemy-opponent","related",0.597725251441882,0.852
"embassy-harmony","unrelated",0.224332776595815,0.045
"impressive-amazing","related",0.610220388967795,0.789
"manager-free","unrelated",0.265449542455987,0.2
"combat-attract","unrelated",0.246032666527436,0.112
"southern-bride","unrelated",0.258012154305966,0.135
"polite-friendly","related",0.484990630396884,0.75
"apply-cemetery","unrelated",0.199664552426561,0.05
"progress-christian","unrelated",0.235131109675842,0.21
"protest-demonstration","related",0.539920785236417,0.895
"occur-dad","unrelated",0.157161360334154,0.11
"now-know","related",0.435483919202606,0.345
"escort-accompany","related",0.463687309866835,0.75
"evil-breakfast","unrelated",0.135658270353167,0.05
"combination-heal","unrelated",0.198719763517561,0.215
"critical-political","related",0.402040396300031,0.754
"male-dawn","unrelated",0.258228177813597,0.1
"dig-football","unrelated",0.360147474248151,0.15
"naive-cynical","related",0.31895891728169,0.245
"control-prosecutor","unrelated",0.245890789378315,0.427
"crack-psychology","unrelated",0.178425220292156,0.25
"taxi-limousine","related",0.53047405566584,0.854
"attractive-grandmother","unrelated",0.163917915410621,0.045
"strength-coffee","unrelated",0.253295185005518,0.105
"meaning-importance","related",0.449868257163543,0.756
"golden-remain","unrelated",0.344480318901451,0.121
"control-manipulate","related",0.520882397341793,0.756
"capsule-realistic","unrelated",0.174264005300039,0.132
"poet-writer","related",0.429245642826951,0.873
"astronaut-pilot","related",0.444031078079208,0.754
"reality-fantasy","related",0.447023594608952,0.725
"smart-intelligent","related",0.566727669416935,1
"colony-federation","related",0.325825736396631,0.562
"sin-birthday","unrelated",0.265166381112101,0.05
"marathon-snake","unrelated",0.24653795138272,0.01
"vein-rarely","unrelated",0.208477396146496,0
"lord-privacy","unrelated",0.255174521466281,0.12
"excellent-great","related",0.554321391816547,0.897
"camp-beer","unrelated",0.300082326276119,0.673
"old-battlefield","unrelated",0.190258914921166,0.234
"presence-spaghetti","unrelated",0.215499634018122,0.05
"uncomfortable-unpleasant","related",0.749585551838403,0.815
"ambassador-minister","related",0.479282987146186,0.754
"fix-repair","related",0.720701515871703,0.9
"create-hard","unrelated",0.259028144518694,0.245
"opinion-corpse","unrelated",0.280462086601065,0.045
"feed-eat","related",0.541067740643939,0.85
"orgasm-erection","related",0.470070279085678,0.825
"class-school","related",0.510524725993663,0.85
"down-up","related",0.522603520930875,0.25
"night-symbol","unrelated",0.315356923296602,0.181
"smash-break","related",0.503356392659307,0.875
"nasty-thunder","unrelated",0.236565111992751,0.045
"pistol-global","unrelated",0.183873938912776,0.1
"capital-city","related",0.450462691596538,0.872
"tuna-lobster","related",0.406989817111576,0.62
"data-information","related",0.581441784859539,0.902
"shoulder-beauty","unrelated",0.220711398104154,0.134
"report-inform","related",0.535362641573079,0.654
"journalism-politics","related",0.467111949874048,0.812
"little-news","unrelated",0.285654157902016,0.3
"diploma-inherit","unrelated",0.236643104672788,0.242
"trophy-medal","related",0.530411299698731,0.872
"gain-win","related",0.56829121442587,0.75
"warm-cool","related",0.496255328986923,0.752
"river-lake","related",0.627895733555617,0.8
"landing-flight","related",0.536660236549477,0.87
"valuable-atmosphere","unrelated",0.114624370473995,0.215
"advertising-marketing","related",0.607657206686788,0.874
"worried-height","unrelated",0.196188960208925,0.112
"lamp-candle","related",0.545797726207205,0.854
"toilet-connection","unrelated",0.237102587617568,0.1
"clan-web","unrelated",0.223718980883006,0.213
"proceed-mayonnaise","unrelated",0.185576262925905,0.001
"crown-throne","related",0.558082650020511,0.843
"national-global","related",0.494809133741689,0.75
"record-recording","related",0.66197132665793,0.875
"call-external","unrelated",0.274895015699951,0.15
"front-rear","related",0.607848933952627,0.875
"contamination-radiation","related",0.43365562266988,0.758
"tenant-butt","unrelated",0.302876987273492,0.052
"war-battle","related",0.640865366460397,0.907
"workshop-cheek","unrelated",0.219682157202794,0.1
"round-tooth","unrelated",0.303717427196671,0.476
"attractive-charming","related",0.567939740644143,0.872
"aspirin-orbit","unrelated",0.25415672331613,0.045
"passenger-driver","related",0.518633810454171,0.825
"poet-hole","unrelated",0.26384416593401,0.052
"throat-captain","unrelated",0.219884086501759,0.1
"alert-alarm","related",0.760711008578922,0.872
"forgiveness-pill","unrelated",0.179391480217237,0.115
"workshop-garage","related",0.402086629922093,0.732
"fair-reasonable","related",0.669691677176036,0.786
"superman-remarkable","unrelated",0.253308433698458,0.2
"inspector-commissioner","related",0.548934258842867,0.684
"suicide-murder","related",0.502001862203727,0.75
"ordinary-usual","related",0.780133153063246,0.734
"princess-prince","related",0.655917093303604,0.9
"cash-destiny","unrelated",0.18575324611955,0.09
"mouse-photographer","unrelated",0.261847312846753,0.1
"opening-closure","related",0.561076929099726,0.875
"hobby-cerebral","unrelated",0.189159471444667,0.112
"sword-knife","related",0.648007818485213,0.877
"recover-heal","related",0.46796984582893,0.872
"marine-navy","related",0.40724330368255,0.875
"hire-rent","related",0.659363432428862,0.875
"grain-ironic","unrelated",0.231291733861366,0.05
"mouth-nose","related",0.485525967613884,0.754
"consider-light","unrelated",0.312665192181403,0.175
"lightning-thunder","related",0.683486762533479,0.85
"contract-agreement","related",0.5304201884929,0.856
"racist-performance","unrelated",0.161890425489337,0.124
"push-pull","related",0.698552545832665,0.75
"lie-liar","related",0.567917525941748,0.875
"health-education","related",0.46423694565096,0.746
"shirt-worry","unrelated",0.240623193101032,0.102
"necessary-need","related",0.709553260268649,0.75
"kilo-gram","related",0.390499687491959,0.892
"leave-dress","unrelated",0.214488142111705,0.2
"grab-catch","related",0.641911828358514,0.786
"anger-rent","unrelated",0.349911431576631,0.131
"boot-assistant","unrelated",0.303878654706111,0.127
"show-sailor","unrelated",0.331953830907355,0.21
"anniversary-birthday","related",0.575122420305781,0.854
"near-far","related",0.58761383991257,0.2
"tasty-delicious","related",0.793774743423905,0.98
"lip-writer","unrelated",0.273833767886787,0.102
"equipment-honest","unrelated",0.248833466052023,0.045
"factor-junior","unrelated",0.24376595217004,0.215
"deadly-fatal","related",0.548291757214937,0.857
"locked-closed","related",0.645233558478339,0.762
"uncle-dad","related",0.461886761298311,0.72
"grateful-paragraph","unrelated",0.235182366207762,0.072
"november-december","related",0.689508422533206,0.875
"window-ant","unrelated",0.336949714299173,0.045
"god-business","unrelated",0.302376187765023,0.2
"surprise-disappointment","related",0.526575196377732,0.657
"prevent-stop","related",0.585418813282572,0.872
"file-unexpectedly","unrelated",0.173209493827667,0
"jazz-music","related",0.496946669541785,0.912
"rest-batman","unrelated",0.243944771046394,0.05
"mercenary-sand","unrelated",0.228466425730408,0.045
"imperial-laugh","unrelated",0.123281852939417,0.045
"freedom-democracy","related",0.50469108799253,0.875
"toast-army","unrelated",0.139589946377933,0.045
"cup-worthless","unrelated",0.225106672453198,0.1
"advice-advise","related",0.814856708059042,0.75
"probability-prepare","unrelated",0.3397659552364,0.223
"iron-selfish","unrelated",0.231346044915479,0.1
"gang-fantasy","unrelated",0.221659124465911,0.205
"factory-production","related",0.601432755797729,0.863
"cream-evening","unrelated",0.283354637737226,0.211
"naive-week","unrelated",0.153521433271938,0.125
"planet-orbit","related",0.571700905996329,0.873
"mother-father","related",0.737058402806145,1
"operational-beautiful","unrelated",0.227376961640805,0.123
"half-resist","unrelated",0.232573712408694,0.215
"balance-harmony","related",0.444904023254642,0.754
"loser-winner","related",0.454734504317823,0.842
"jurisdiction-onion","unrelated",0.0913707576979589,0
"increase-alley","unrelated",0.289676775489509,0.045
"check-verify","related",0.715599103514488,0.825
"zoo-circus","related",0.424830120923037,0.734
"preparation-planning","related",0.59897045396947,0.785
"concrete-witch","unrelated",0.0978066250233874,0.15
"dancer-dance","related",0.638613125117286,0.872
